transaction_id,sender_account,receiver_account,amount,timestamp,location,source,is_anomaly_injected
TXN_0028,501005672073,501004594297,21268,2026-08-29T05:26:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0029,501008935169,501002642635,41911,2026-08-29T07:39:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0030,501001908841,501005171761,5691,2026-08-29T10:43:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0031,501006944126,501002626229,38999,2026-08-29T14:09:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0033,501002626229,501004191175,30633,2026-08-29T20:00:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0034,501002264748,501004078418,27607,2026-08-29T22:46:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0035,501003351868,501004594297,32261,2026-08-30T01:55:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0036,501004594297,501008930103,25440,2026-08-30T04:59:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0037,501004191175,501004194548,36649,2026-08-30T08:10:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0038,501003351868,501004594297,34651,2026-08-30T11:05:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0039,501005672073,501007897151,12542,2026-08-30T13:39:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0040,501001908841,501004594297,15771,2026-08-30T17:20:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0041,501004078418,501008935169,15494,2026-08-30T20:12:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0042,501008761611,501005171761,1236236,2026-08-30T23:06:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,True
TXN_0044,501005171761,501006692553,17931,2026-08-31T04:38:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0045,501002264748,501005171761,5291,2026-08-31T08:01:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0046,501004194548,501006944126,9100,2026-08-31T11:25:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0047,501004594297,501008761611,28972,2026-08-31T13:48:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0048,501004194548,501004191175,22193,2026-08-31T16:44:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0049,501004078418,501001908841,30469,2026-08-31T20:15:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0050,501006692553,501002264748,27801,2026-08-31T22:44:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0051,501004191175,501002642635,24493,2026-09-01T01:48:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0052,501002264748,501005672073,13778,2026-09-01T05:20:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0053,501004594297,501002626229,12664,2026-09-01T07:56:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0054,501002016911,501008930103,30458,2026-09-01T11:09:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0055,501002642635,501008930103,30146,2026-09-01T14:13:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0056,501008935169,501003351868,40217,2026-09-01T17:17:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0057,501008761611,501008935169,23929,2026-09-01T20:08:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0058,501008935169,501001908841,8513,2026-09-01T23:05:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0059,501006543670,501003351868,17787,2026-09-02T01:45:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0060,501008761611,501004078418,37438,2026-09-02T05:18:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0061,501003351868,501005171761,34088,2026-09-02T08:22:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0062,501008935169,501005672073,7022,2026-09-02T11:13:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0063,501007897151,501009626108,19735,2026-09-02T13:54:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0064,501007897151,501008935169,34971,2026-09-02T17:26:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0065,501003351868,501008761611,12419,2026-09-02T20:09:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0066,501004594297,501006944126,40593,2026-09-02T23:26:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0067,501008761611,501009626108,33925,2026-09-03T02:25:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0068,501004194548,501005171761,21222,2026-09-03T04:43:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0069,501009626108,501004191175,27844,2026-09-03T07:53:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0070,501004191175,501004594297,20528,2026-09-03T11:26:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0071,501002264748,501002016911,44994,2026-09-03T14:22:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0072,501008935169,501002642635,18541,2026-09-03T16:45:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0073,501009626108,501002264748,39883,2026-09-03T19:59:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0074,501002642635,501008761611,26210,2026-09-03T22:47:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0075,501007897151,501002264748,38712,2026-09-04T01:54:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0076,501008930103,501005171761,23174,2026-09-04T04:40:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0077,501008930103,501002626229,26108,2026-09-04T07:46:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0078,501006692553,501003351868,42842,2026-09-04T10:46:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0079,501005171761,501006692553,9949,2026-09-04T14:05:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0080,501006692553,501004078418,23233,2026-09-04T17:24:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0081,501004191175,501003351868,43139,2026-09-04T19:57:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0082,501005672073,501004191175,28476,2026-09-04T23:17:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0083,501008761611,501006692553,33157,2026-09-05T01:50:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0084,501003351868,501006944126,23585,2026-09-05T04:57:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0085,501008761611,501002264748,42102,2026-09-05T07:45:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0086,501001908841,501009626108,11525,2026-09-05T10:39:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0087,501006543670,501004594297,33920,2026-09-05T13:47:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0088,501006543670,501005171761,2194081,2026-09-05T16:49:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,True
TXN_0089,501007897151,501008935169,11117,2026-09-05T19:54:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0090,501006944126,501005672073,15847,2026-09-05T23:00:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0091,501006692553,501007897151,20344,2026-09-06T02:23:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0092,501005672073,501004594297,18986,2026-09-06T04:37:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0093,501005672073,501008930103,19823,2026-09-06T08:14:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0094,501004191175,501006543670,27516,2026-09-06T10:37:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0095,501005171761,501008930103,9641,2026-09-06T14:07:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0096,501006692553,501005672073,11712,2026-09-06T17:23:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0097,501001908841,501002016911,13986,2026-09-06T19:56:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0099,501005672073,501004078418,5555,2026-09-07T02:13:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0100,501008935169,501004191175,18962,2026-09-07T04:59:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0101,501005171761,501002642635,33992,2026-09-07T08:20:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0102,501005672073,501004594297,13071,2026-09-07T10:45:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0103,501006692553,501002016911,25611,2026-09-07T14:04:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0104,501002626229,501006944126,10521,2026-09-07T17:18:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0105,501008761611,501002642635,44819,2026-09-07T20:15:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0106,501006543670,501007897151,38931,2026-09-07T22:50:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0107,501004078418,501004194548,30673,2026-09-08T02:24:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0108,501009626108,501002626229,30289,2026-09-08T05:08:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0109,501002626229,501003351868,43923,2026-09-08T08:17:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0110,501004078418,501006543670,25740,2026-09-08T11:00:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0111,501006692553,501002264748,28947,2026-09-08T14:03:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0112,501008935169,501003351868,9783,2026-09-08T17:26:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0113,501002264748,501005672073,22182,2026-09-08T19:37:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0115,501006692553,501004078418,37836,2026-09-09T01:55:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0116,501005171761,501006692553,40164,2026-09-09T04:42:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0117,501002642635,501008930103,10478,2026-09-09T07:54:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0118,501005672073,501004078418,15182,2026-09-09T10:50:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0119,501001908841,501006692553,9332,2026-09-09T14:14:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0120,501005171761,501002626229,21022,2026-09-09T16:40:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0121,501005171761,501004594297,44900,2026-09-09T20:06:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0122,501007897151,501008935169,5830,2026-09-09T22:44:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0123,501006543670,501008935169,27721,2026-09-10T02:08:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0124,501004078418,501006944126,29370,2026-09-10T04:47:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0125,501006944126,501004594297,6923,2026-09-10T08:26:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0126,501005171761,501006944126,9185,2026-09-10T11:10:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0127,501002264748,501005672073,34831,2026-09-10T14:08:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0128,501002016911,501009626108,42151,2026-09-10T17:08:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0129,501002016911,501008935169,11743,2026-09-10T19:53:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0130,501004594297,501002626229,38346,2026-09-10T23:24:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0131,501009626108,501006543670,8013,2026-09-11T01:52:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0132,501002016911,501006692553,16728,2026-09-11T04:46:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0133,501008761611,501005171761,26089,2026-09-11T07:51:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0134,501005171761,501001908841,10104,2026-09-11T10:54:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0135,501002016911,501004594297,8451,2026-09-11T14:09:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0136,501002626229,501004078418,31275,2026-09-11T16:39:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0137,501004191175,501007897151,25361,2026-09-11T20:26:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0138,501005672073,501008761611,5522,2026-09-11T23:06:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0139,501004194548,501007897151,24917,2026-09-12T02:13:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0140,501002626229,501004191175,1990865,2026-09-12T05:00:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,True
TXN_0141,501004194548,501008761611,21064,2026-09-12T08:25:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0142,501006543670,501005171761,20269,2026-09-12T10:38:06.544273+00:00,Synthetic Terminal Node 9 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0143,501002016911,501006543670,5095,2026-09-12T13:58:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0144,501007897151,501004594297,39721,2026-09-12T16:50:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0145,501005171761,501003351868,14330,2026-09-12T19:40:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0146,501005672073,501009626108,39062,2026-09-12T22:51:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0147,501002016911,501004191175,10564,2026-09-13T02:24:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0148,501004594297,501004078418,30844,2026-09-13T04:45:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0150,501009626108,501005171761,13566,2026-09-13T11:19:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0151,501007897151,501006944126,30752,2026-09-13T13:57:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0152,501001908841,501004191175,20309,2026-09-13T16:54:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0153,501004194548,501008930103,43319,2026-09-13T20:26:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0154,501008930103,501004594297,34462,2026-09-13T22:47:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0155,501001908841,501005171761,40122,2026-09-14T01:44:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0156,501004194548,501004191175,35365,2026-09-14T04:56:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0157,501004594297,501005672073,24937,2026-09-14T07:47:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0158,501009626108,501004194548,14720,2026-09-14T10:57:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0159,501002626229,501002016911,38650,2026-09-14T14:02:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0160,501007897151,501006944126,7036,2026-09-14T16:48:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0161,501004191175,501008761611,41052,2026-09-14T20:24:06.544273+00:00,Synthetic Terminal Node 4 (Hyderabad),SYNTHETIC_BANK_SWITCH,False
TXN_0162,501004594297,501004191175,14161,2026-09-14T22:43:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0163,501006543670,501009626108,19567,2026-09-15T02:26:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0164,501004194548,501006692553,10507,2026-09-15T05:00:06.544273+00:00,Synthetic Terminal Node 10 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0165,501002264748,501006944126,6428,2026-09-15T07:41:06.544273+00:00,Synthetic Terminal Node 2 (Delhi),SYNTHETIC_BANK_SWITCH,False
TXN_0166,501004194548,501004191175,11027,2026-09-15T10:45:06.544273+00:00,Synthetic Terminal Node 6 (Chennai),SYNTHETIC_BANK_SWITCH,False
TXN_0167,501004594297,501009626108,8318,2026-09-15T14:06:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0168,501002264748,501005171761,30886,2026-09-15T17:23:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0169,501006543670,501006692553,32961,2026-09-15T20:20:06.544273+00:00,Synthetic Terminal Node 3 (Bengaluru),SYNTHETIC_BANK_SWITCH,False
TXN_0170,501002016911,501004194548,23021,2026-09-15T22:48:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0171,501004191175,501008930103,21107,2026-09-16T01:39:06.544273+00:00,Synthetic Terminal Node 5 (Ahmedabad),SYNTHETIC_BANK_SWITCH,False
TXN_0172,501003351868,501005171761,36393,2026-09-16T05:12:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0173,501005672073,501006944126,13993,2026-09-16T08:01:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
TXN_0174,501004194548,501004078418,40629,2026-09-16T10:52:06.544273+00:00,Synthetic Terminal Node 1 (Mumbai),SYNTHETIC_BANK_SWITCH,False
TXN_0175,501006692553,501002016911,40685,2026-09-16T14:07:06.544273+00:00,Synthetic Terminal Node 8 (Pune),SYNTHETIC_BANK_SWITCH,False
TXN_0176,501002016911,501002264748,26076,2026-09-16T17:09:06.544273+00:00,Synthetic Terminal Node 7 (Kolkata),SYNTHETIC_BANK_SWITCH,False
